eid	name
3343	Category:Films_shot_in_London
3349	Category:Films_set_in_1958
3352	Category:1934_films
3361	Category:Best_Documentary_Feature_Academy_Award_winners
3366	Category:Screenplays_by_Paul_Schrader
3376	Category:Franchise_Pictures_films
3383	Category:Films_set_in_the_1930s
3386	Category:Films_set_in_1994
3389	Category:Films_set_in_Venice
3397	Category:Films_directed_by_Richard_Lester
3399	Category:Films_about_elephants
3404	Category:Space_adventure_films
3411	Category:Films_directed_by_Tim_Burton
3418	Category:Obscenity_controversies_in_film
3422	Category:Screenplays_by_Frank_Darabont
3445	Category:Best_Picture_Genie_and_Canadian_Screen_Award_winners
3459	Category:1980_horror_films
3467	Category:Films_set_in_Washington_(state)
3469	Category:1990s_science_fiction_films
3471	Category:1955_films
3477	Category:American_musical_comedy_films
3478	Category:Films_set_in_1974
3497	Category:Films_whose_director_won_the_Best_Direction_BAFTA_Award
3515	Category:Feminist_films
3521	Category:Films_based_on_Chinese_novels
3523	Category:Western_(genre)_comedy_films
3533	Category:Films_produced_by_Jerry_Bruckheimer
3534	Category:Films_directed_by_James_Ivory
3535	Category:Films_shot_in_Connecticut
3536	Category:1980s_science_fiction_horror_films
3537	Category:Screenplays_by_Akiva_Goldsman
3543	Category:Film_scores_by_Harry_Manfredini
3544	Category:Films_directed_by_Alan_Parker
3551	Category:Films_set_in_Paris
3561	Category:Films_set_in_New_York_City
3565	Category:1988_horror_films
3569	Category:1980s_action_films
3576	Category:American_screwball_comedy_films
3577	Category:Religious_comedy_films
3593	Category:Animated_buddy_films
3602	Category:American_spy_films
3616	Category:1990s_mystery_films
3622	Category:Fictional_portrayals_of_the_New_York_City_Police_Department
3625	Category:Film_scores_by_John_Debney
3627	Category:Films_set_in_Illinois
3637	Category:Films_shot_in_Mississippi
3644	Category:Films_directed_by_Wolfgang_Petersen
3647	Category:Films_set_in_Cumbria
3655	Category:Films_set_in_1939
3660	Category:American_Christmas_films
3663	Category:Morgan_Creek_Productions_films
3680	Category:Imagine_Entertainment_films
3689	Category:1950s_musical_films
3690	Category:Museums_in_popular_culture
3692	Category:Films_set_in_Harlem
3706	Category:Films_shot_in_Spain
3707	Category:Biographical_films_about_musicians
3712	Category:Films_directed_by_Wilfred_Jackson
3721	Category:A_Band_Apart_films
3726	Category:1939_films
3727	Category:1980s_historical_films
3728	Category:1980s_war_films
3735	Category:Films_about_child_sexual_abuse
3736	Category:Screenplays_by_Ronald_Bass
3748	Category:German_drama_films
3750	Category:Films_based_on_short_fiction
3776	Category:Films_set_in_the_1860s
3779	Category:Films_shot_in_Surrey
3785	Category:Animated_films_based_on_children's_books
3815	Category:Films_directed_by_Robert_Zemeckis
3822	Category:1969_films
3825	Category:DisneyToon_Studios_animated_films
3830	Category:Films_shot_in_Colorado
3832	Category:Films_shot_in_Nebraska
3836	Category:Films_directed_by_Tony_Scott
3837	Category:Films_that_won_the_Best_Visual_Effects_Academy_Award
3845	Category:Films_shot_in_Hong_Kong
3854	Category:Boxing_films
3857	Category:Hong_Kong_films
3864	Category:Films_adapted_into_television_programs
3868	Category:Films_about_animals
3872	Category:Full_Moon_Features_films
3878	Category:1930s_horror_films
3879	Category:1990s_romance_films
3880	Category:American_football_films
3882	Category:Films_about_Christianity
3887	Category:1993_films
3889	Category:Films_set_in_Nebraska
3896	Category:Action_horror_films
3900	Category:Film_scores_by_Georges_Delerue
3901	Category:Silver_Pictures_films
3906	Category:Films_set_in_Vermont
3908	Category:Films_about_film_directors_and_producers
3910	Category:Films_set_in_Madrid
3912	Category:1990s_drama_films
3914	Category:1987_horror_films
3915	Category:Troma_Entertainment_films
3923	Category:Films_shot_in_Montreal
3928	Category:Films_produced_by_Walt_Disney
3930	Category:Best_Film_Empire_Award_winners
3932	Category:Films_set_in_Alabama
3936	Category:Films_about_shapeshifting
3939	Category:Police_comedy_films
3942	Category:LGBT-related_drama_films
3946	Category:1980s_science_fiction_films
3949	Category:American_comedy_horror_films
3952	Category:Screenplays_by_David_Lynch
3965	Category:Films_about_Catholic_priests
3969	Category:Films_set_in_1943
3982	Category:Mummy_films
3988	Category:Alien_invasions_in_films
4006	Category:1983_horror_films
4008	Category:Sundance_Film_Festival_award_winners
4009	Category:Films_based_on_children's_books
4010	Category:Films_set_in_1988
4022	Category:Best_British_Film_BAFTA_Award_winners
4023	Category:1960s_science_fiction_films
4026	Category:Films_produced_by_Dino_De_Laurentiis
4031	Category:2006_films
4041	Category:Films_directed_by_John_Schlesinger
4044	Category:Self-harm_in_fiction
4052	Category:Live-action_films_based_on_video_games
4053	Category:Films_set_in_1984
4069	Category:Films_shot_in_Florida
4075	Category:Films_set_in_1982
4078	Category:Films_directed_by_Richard_Fleischer
4087	Category:War_romance_films
4093	Category:Films_shot_in_Ontario
4100	Category:Screenplays_by_Dan_Aykroyd
4101	Category:Films_directed_by_Rob_Reiner
4106	Category:Films_produced_by_Joe_Roth
4111	Category:Brooksfilms_films
4120	Category:Films_set_in_universities_and_colleges
4124	Category:Films_set_in_Pittsburgh
4131	Category:Screenplays_by_David_Newman_(screenwriter)
4137	Category:Scottish_films
4138	Category:Films_directed_by_John_Sayles
4142	Category:Frankenstein_films
4148	Category:Detective_films
4178	Category:1972_films
4183	Category:American_musical_drama_films
4193	Category:American_romance_films
4201	Category:1940s_American_animated_films
4208	Category:Films_set_in_the_1890s
4215	Category:Screenplays_by_Michael_Wilson_(writer)
4216	Category:Films_shot_in_Wales
4232	Category:American_adventure_films
4239	Category:1940s_crime_films
4241	Category:Films_shot_in_Austin,_Texas
4242	Category:Films_shot_in_Toronto
4252	Category:Films_set_in_California
4261	Category:Features_based_on_short_films
4263	Category:Horror_anthology_films
4264	Category:Ancient_Egypt_in_fiction
4269	Category:1976_films
4275	Category:Mockumentary_films
4277	Category:2000s_fantasy_films
4280	Category:2001_films
4282	Category:American_avant-garde_and_experimental_films
4284	Category:Films_produced_by_Bernd_Eichinger
4287	Category:Films_directed_by_Joe_Dante
4289	Category:Screenplays_by_Joss_Whedon
4296	Category:Films_directed_by_Roger_Donaldson
4297	Category:Triad_films
4298	Category:Film_scores_by_Stanley_Clarke
4300	Category:Package_films
4312	Category:1990s_biographical_films
4317	Category:Zombie_films
4320	Category:Films_directed_by_Hugh_Wilson
4327	Category:Films_directed_by_Nick_Park
4331	Category:Films_set_in_France
4351	Category:Films_shot_in_Jamaica
4356	Category:Films_based_on_Western_(genre)_novels
4364	Category:American_television_films
4370	Category:Films_set_in_1952
4373	Category:Films_about_sexuality
4388	Category:American_slasher_films
4389	Category:Lucasfilm_films
4391	Category:1920s_drama_films
4394	Category:Animated_comedy_films
4401	Category:Films_directed_by_Elia_Kazan
4408	Category:Film_scores_by_Elmer_Bernstein
4409	Category:Metro-Goldwyn-Mayer_films
4415	Category:Girls_with_guns_films
4427	Category:1980s_mystery_films
4429	Category:Films_set_in_1983
4431	Category:Film_scores_by_John_Barry_(composer)
4439	Category:American_science_fiction_films
4444	Category:1970s_thriller_films
4445	Category:Slapstick_films
4447	Category:Films_about_RMS_Titanic
4450	Category:Films_shot_in_Rhode_Island
4459	Category:Films_set_in_Switzerland
4465	Category:1990s_documentary_films
4466	Category:Screenplays_by_Bruce_Joel_Rubin
4468	Category:1950_films
4483	Category:Matricide_in_fiction
4490	Category:Films_set_in_the_Alps
4491	Category:Screenplays_by_Akira_Kurosawa
4495	Category:British_fantasy_films
4530	Category:1998_animated_films
4532	Category:American_romantic_drama_films
4539	Category:Films_about_educators
4542	Category:Films_about_male_prostitution
4543	Category:Sword_and_sorcery_films
4545	Category:Live-action_films_based_on_animated_series
4546	Category:Film_scores_by_John_Morris
4573	Category:Submarine_films
4591	Category:Films_set_in_1965
4594	Category:Films_set_in_Brazil
4612	Category:American_legal_drama_films
4619	Category:Films_directed_by_Blake_Edwards
4641	Category:TriStar_Pictures_films
4646	Category:1980s_crime_drama_films
4653	Category:Screenplays_by_Chris_Columbus
4656	Category:Skiing_films
4657	Category:Body_horror_films
4663	Category:Treasure_hunt_films
4665	Category:Films_based_on_non-fiction_books
4669	Category:1980s_independent_films
4678	Category:American_Civil_War_films
4682	Category:Cyborg_films
4689	Category:Pirate_films
4697	Category:1940s_comedy_films
4701	Category:Films_produced_by_Gary_Goetzman
4728	Category:American_erotic_films
4738	Category:Films_directed_by_Clint_Eastwood
4740	Category:Warner_Bros._films
4755	Category:Films_set_in_Cuba
4758	Category:1978_horror_films
4764	Category:De_Laurentiis_Entertainment_Group_films
4765	Category:ABC_Motion_Pictures_films
4768	Category:Films_set_in_San_Francisco
4769	Category:1992_horror_films
4772	Category:British_crime_films
4778	Category:Swedish-language_films
4781	Category:Films_set_in_San_Diego
4784	Category:Films_directed_by_Barry_Sonnenfeld
4785	Category:Films_shot_in_Atlantic_City,_New_Jersey
4794	Category:Fictional_portrayals_of_the_Pittsburgh_Bureau_of_Police
4795	Category:Planet_of_the_Apes_films
4797	Category:Adultery_in_films
4808	Category:2000s_documentary_films
4810	Category:Film4_Productions_films
4812	Category:Films_produced_by_Scott_Rudin
4813	Category:Films_set_in_the_White_House
4817	Category:Films_set_in_the_1st_century
4818	Category:Films_shot_in_Miami
4828	Category:2000s_romantic_drama_films
4831	Category:ITC_Entertainment_films
4839	Category:Films_directed_by_Jim_Jarmusch
4841	Category:1970s_mystery_films
4854	Category:Films_about_con_artists
4859	Category:Film_scores_by_Oliver_Wallace
4863	Category:Midlife_crisis_films
4873	Category:Orion_Pictures_films
4884	Category:Films_shot_in_British_Columbia
4887	Category:Religious_epic_films
4891	Category:British_adventure_films
4897	Category:Films_based_on_fairy_tales
4900	Category:1993_horror_films
4902	Category:Films_shot_in_Wisconsin
4906	Category:Canadian_thriller_films
4910	Category:Superhero_films
4913	Category:LGBT-related_films_based_on_actual_events
4920	Category:Screenplays_by_David_Twohy
4926	Category:1980s_sports_films
4929	Category:American_anti-communist_propaganda_films
4930	Category:Films_set_in_1957
4933	Category:2000s_comedy_films
4934	Category:Arthurian_films
4938	Category:Films_whose_art_director_won_the_Best_Art_Direction_Academy_Award
4943	Category:Films_set_in_London
4949	Category:1970s_war_films
4950	Category:Films_shot_in_multiple_formats
4953	Category:Rockumentaries
4955	Category:1980s_musical_films
4961	Category:Films_about_abduction
4964	Category:Films_set_in_1935
4966	Category:Films_featuring_a_Best_Actor_Academy_Award-winning_performance
4971	Category:1996_direct-to-video_films
4972	Category:2008_films
4981	Category:Films_set_in_forests
4982	Category:Prequel_films
4991	Category:Puppet_Master_(film_series)
4998	Category:Rail_transport_films
5000	Category:Films_produced_by_Tom_Rosenberg
5020	Category:Films_about_Native_Americans
5051	Category:Hugo_Award_for_Best_Dramatic_Presentation_winning_works
5058	Category:Teen_films
5059	Category:Criminal_comedy_films
5066	Category:Fantasy_adventure_films
5069	Category:1970s_science_fiction_films
5074	Category:Screenplays_by_David_Mamet
5078	Category:Films_set_in_Seattle
5081	Category:Films_set_in_the_San_Fernando_Valley
5084	Category:Nebula_Award_for_Best_Script-winning_works
5085	Category:Sequel_films
5086	Category:Bank_robbery_in_fiction
5089	Category:Films_set_in_1979
5090	Category:Films_set_in_Cleveland
5093	Category:Films_about_suburbia
5096	Category:1950s_mystery_films
5115	Category:Police_detective_films
5119	Category:Films_directed_by_James_Foley
5120	Category:Animated_musical_films
5122	Category:Films_produced_by_Laurence_Mark
5124	Category:Irish_comedy_films
5126	Category:American_romantic_comedy_films
5129	Category:Film_scores_by_Bill_Conti
5135	Category:Films_featuring_anthropomorphic_mice
5143	Category:Films_set_in_1944
5146	Category:Courtroom_films
5149	Category:1980s_thriller_films
5160	Category:Films_directed_by_Ron_Howard
5169	Category:Films_set_in_Colorado
5171	Category:Australian_films
5177	Category:Ice_hockey_films
5178	Category:The_Samuel_Goldwyn_Company_films
5180	Category:Sports_films_based_on_actual_events
5187	Category:Films_set_in_ancient_Rome
5192	Category:1980s_fantasy_films
5202	Category:Films_directed_by_Carl_Reiner
5207	Category:United_States_Air_Force_in_films
5220	Category:Dark_fantasy_films
5221	Category:1990s_fantasy_films
5237	Category:Films_set_in_Phoenix,_Arizona
5239	Category:Films_directed_by_Bill_Roberts
5244	Category:Films_featuring_a_Best_Drama_Actress_Golden_Globe-winning_performance
5246	Category:British_mystery_films
5247	Category:American_musical_fantasy_films
5256	Category:1980s_teen_films
5260	Category:1990s_teen_films
5268	Category:Film_scores_by_Gerald_Fried
5271	Category:Fox_Searchlight_Pictures_films
5277	Category:2005_films
5280	Category:Screenplays_by_Stephen_King
5282	Category:Films_set_in_Massachusetts
5284	Category:1951_films
5298	Category:1986_horror_films
5300	Category:Films_set_in_Connecticut
5303	Category:Science_fiction_adventure_films
5307	Category:Best_Foreign_Language_Film_Academy_Award_winners
5317	Category:Films_directed_by_Chris_Columbus
5325	Category:1994_animated_films
5330	Category:1931_films
5335	Category:Films_set_in_Miami
5338	Category:Films_whose_director_won_the_Best_Director_Golden_Globe
5341	Category:Screenplays_by_John_Huston
5347	Category:British_historical_films
5348	Category:1970s_musical_comedy_films
5391	Category:Film_scores_by_Cliff_Martinez
5397	Category:Adventure_drama_films
5401	Category:1985_films
5405	Category:2007_films
5407	Category:Films_set_in_amusement_parks
5408	Category:Films_set_in_1972
5412	Category:American_crime_drama_films
5418	Category:Films_about_capital_punishment
5425	Category:Fiction_narrated_by_a_dead_person
5436	Category:Elstree_Studios_films
5437	Category:1990s_musical_comedy_films
5438	Category:West_German_films
5439	Category:Films_directed_by_Wes_Craven
5447	Category:Biopunk_films
5458	Category:Action_drama_films
5462	Category:Touchstone_Pictures_films
5467	Category:Films_set_in_the_Northern_Territory
5471	Category:Films_set_in_Egypt
5479	Category:Films_shot_in_Malta
5491	Category:American_political_comedy_films
5492	Category:Films_set_in_Montana
5502	Category:Political_thriller_films
5514	Category:Films_about_exorcism
5521	Category:Film_scores_by_Lalo_Schifrin
5527	Category:Films_that_won_the_Academy_Award_for_Best_Makeup
5532	Category:1970s_comedy_films
5547	Category:Films_shot_at_Pinewood_Studios
5551	Category:Films_adapted_from_science_fiction_short_stories
5552	Category:Screenplays_by_Babaloo_Mandel
5562	Category:Dimension_Films_films
5564	Category:Films_about_religion
5566	Category:Films_based_on_Dark_Horse_Comics
5576	Category:British_musical_films
5580	Category:Films_set_in_schools
5586	Category:Psychological_thriller_films
5598	Category:Films_set_in_Vienna
5605	Category:1920s_comedy_films
5607	Category:Films_shot_in_Russia
5613	Category:Films_directed_by_Edward_Zwick
5615	Category:Films_shot_in_Scotland
5616	Category:Films_directed_by_John_Landis
5627	Category:Film_scores_by_Elliot_Goldenthal
5655	Category:Films_shot_in_Maryland
5661	Category:Films_set_in_Italy
5679	Category:Independent_Spirit_Award_for_Best_Film_winners
5690	Category:Mental_illness_in_fiction
5691	Category:Time_loop_films
5699	Category:Portrayals_of_Jesus_in_film
5706	Category:American_baseball_films
5716	Category:Films_directed_by_Randal_Kleiser
5721	Category:1980s_romance_films
5722	Category:American_rock_music_films
5725	Category:Films_directed_by_Terry_Gilliam
5730	Category:American_psychological_thriller_films
5732	Category:1960s_teen_films
5747	Category:Films_set_in_Edinburgh
5750	Category:Films_directed_by_Joel_Schumacher
5761	Category:1947_films
5762	Category:Films_about_journalists
5766	Category:StudioCanal_films
5767	Category:Warner_Bros._animated_films
5772	Category:Films_set_in_the_18th_century
5781	Category:Films_about_the_Irish_Republican_Army
5789	Category:Films_shot_in_Vancouver
5795	Category:American_romantic_fantasy_films
5796	Category:Screenplays_by_Harold_Ramis
5812	Category:Films_directed_by_Steven_Soderbergh
5816	Category:Films_about_wish_fulfillment
5817	Category:Films_set_in_Detroit
5819	Category:Films_based_on_crime_novels
5823	Category:Films_about_actors
5841	Category:Films_set_in_Washington,_D.C.
5847	Category:1960s_historical_films
5852	Category:Films_based_on_One_Thousand_and_One_Nights
5854	Category:Basketball_films
5861	Category:Films_featuring_anthropomorphic_characters
5863	Category:American_sex_comedy_films
5865	Category:Films_about_rape
5886	Category:World_War_III_speculative_fiction
5899	Category:Film_scores_by_Alan_Silvestri
5902	Category:Hood_films
5913	Category:1970s_documentary_films
5916	Category:Films_set_in_Baltimore
5925	Category:Artisan_Entertainment_films
5935	Category:Films_about_heroin_addiction
5960	Category:Films_set_in_Spain
5965	Category:Japanese_drama_films
5976	Category:1983_films
5986	Category:Films_whose_writer_won_the_Best_Screenplay_BAFTA_Award
5991	Category:Films_based_on_thriller_novels
5993	Category:Magic_realism_films
5996	Category:Ghost_films
6003	Category:Films_about_revenge
6005	Category:1966_films
6007	Category:Films_produced_by_Roger_Corman
6009	Category:Films_shot_in_Idaho
6011	Category:1960s_fantasy_films
6018	Category:1950s_comedy-drama_films
6023	Category:Films_about_cats
6026	Category:Films_set_in_Manhattan
6033	Category:Films_shot_in_Hawaii
6036	Category:French_drama_films
6044	Category:Fratricide_in_fiction
6051	Category:Best_Foreign_Language_Film_BAFTA_Award_winners
6052	Category:Films_set_in_the_future
6056	Category:Films_produced_by_Brian_Grazer
6059	Category:Films_shot_in_Israel
6067	Category:Films_produced_by_Eric_Fellner
6071	Category:Films_set_in_Rome
6085	Category:American_sports_films
6088	Category:Impact_event_films
6099	Category:Films_directed_by_Francis_Ford_Coppola
6101	Category:Films_set_in_Mexico
6103	Category:1953_films
6104	Category:New_Year_films
6105	Category:Films_shot_in_Texas
6106	Category:American_basketball_films
6116	Category:Italian_drama_films
6117	Category:Disney_Renaissance
6127	Category:Films_directed_by_John_G._Avildsen
6140	Category:Films_produced_by_Harry_Saltzman
6143	Category:Cross-dressing_in_film
6154	Category:Canadian_action_films
6158	Category:Films_set_in_Mississippi
6161	Category:Killer_Films_films
6165	Category:Aviation_films
6172	Category:1970s_romantic_comedy_films
6185	Category:Nonlinear_narrative_films
6189	Category:1937_films
6199	Category:Film_scores_by_Jerry_Goldsmith
6200	Category:MTV_Films_films
6206	Category:Film_scores_by_Angelo_Badalamenti
6208	Category:Screenplays_by_Bonnie_and_Terry_Turner
6214	Category:Films_about_vacationing
6216	Category:Films_about_royalty
6217	Category:Belgian_films
6220	Category:Werewolves_in_film
6221	Category:1990s_sports_films
6225	Category:Films_set_in_Maine
6227	Category:Film_scores_by_Marco_Beltrami
6239	Category:Films_produced_by_Gary_Lucchesi
6240	Category:American_war_films
6244	Category:Films_about_altered_memories
6255	Category:European_Film_Awards_winners_(films)
6256	Category:Films_set_in_the_1880s
6259	Category:Films_set_in_New_Jersey
6268	Category:French_LGBT-related_films
6278	Category:American_teen_romance_films
6282	Category:Films_set_in_Kansas
6283	Category:War_epic_films
6285	Category:1974_films
6286	Category:1970s_teen_films
6293	Category:French_science_fiction_films
6295	Category:New_Line_Cinema_films
6313	Category:Heroic_bloodshed_films
6319	Category:1990s_spy_films
6320	Category:Film_scores_by_Victor_Young
6331	Category:1960s_comedy_films
6339	Category:Batman_films
6344	Category:Films_set_in_New_Mexico
6350	Category:Cannibalism_in_fiction
6364	Category:Film_scores_by_Bernard_Herrmann
6368	Category:1943_films
6372	Category:Psychological_horror_films
6385	Category:Films_shot_in_New_Hampshire
6390	Category:Films_set_in_Shanghai
6391	Category:Films_shot_in_Utah
6400	Category:Size_change_in_fiction
6414	Category:Screenplays_by_Robert_Towne
6421	Category:1950s_Western_(genre)_films
6429	Category:Films_about_cannabis
6432	Category:Films_directed_by_Edward_Dmytryk
6433	Category:Selznick_International_Pictures_films
6434	Category:1960s_drama_films
6439	Category:1996_animated_films
6440	Category:Films_set_in_the_1970s
6444	Category:Destination_Films_films
6456	Category:American_action_films
6472	Category:Lesbian-related_films
6476	Category:20th_Century_Fox_films
6479	Category:Best_Foreign_Film_César_Award_winners
6481	Category:Rotoscoped_films
6483	Category:Films_directed_by_Phillip_Noyce
6490	Category:Serial_killer_films
6494	Category:1910s_drama_films
6495	Category:Irish_drama_films
6501	Category:Time_travel_films
6502	Category:1980s_crime_films
6506	Category:Films_shot_in_Missouri
6526	Category:Teleportation_in_fiction
6533	Category:American_documentary_films
6541	Category:Films_shot_in_Jacksonville,_Florida
6554	Category:Films_shot_in_Chicago
6573	Category:American_black-and-white_films
6577	Category:Film_scores_by_Randy_Newman
6578	Category:Films_set_in_1938
6586	Category:Cyberpunk_films
6592	Category:Film_scores_by_Marc_Shaiman
6594	Category:Animated_films_about_birds
6597	Category:Films_shot_in_New_York
6599	Category:Films_about_extraterrestrial_life
6601	Category:Pregnancy_films
6602	Category:Films_set_in_1937
6603	Category:Screenplays_by_Richard_Maibaum
6604	Category:British_comedy-drama_films
6606	Category:Films_whose_writer_won_the_Best_Original_Screenplay_BAFTA_Award
6620	Category:Films_about_domestic_violence
6624	Category:Cryonics_in_fiction
6627	Category:1950s_comedy_films
6640	Category:Independent_films
6649	Category:American_teen_horror_films
6650	Category:1960s_spy_films
6655	Category:Films_directed_by_Ron_Shelton
6657	Category:Films_directed_by_Guy_Hamilton
6658	Category:Films_set_in_Arizona
6660	Category:True_crime_films
6661	Category:Films_that_won_the_Best_Original_Score_Academy_Award
6663	Category:1990s_science_fiction_horror_films
6671	Category:Films_about_fraternities_and_sororities
6672	Category:1998_horror_films
6676	Category:1980s_spy_films
6685	Category:Films_featuring_a_Best_Musical_or_Comedy_Actor_Golden_Globe_winning_performance
6696	Category:Films_set_in_Morocco
6702	Category:Films_featuring_puppetry
6704	Category:British_war_films
6708	Category:Legal_thriller_films
6716	Category:2003_films
6719	Category:Political_drama_films
6724	Category:1985_horror_films
6726	Category:Films_shot_in_Vermont
6729	Category:Films_about_orphans
6733	Category:American_coming-of-age_films
6757	Category:Films_about_classical_music_and_musicians
6760	Category:Spy_comedy_films
6765	Category:Japanese-language_films
6776	Category:American_fantasy-comedy_films
6780	Category:Films_set_in_Philadelphia
6784	Category:Films_about_race_and_ethnicity
6785	Category:American_fantasy_adventure_films
6786	Category:The_Devil_in_fiction
6787	Category:Films_produced_by_Armyan_Bernstein
6791	Category:Best_Drama_Picture_Golden_Globe_winners
6798	Category:Neo-noir
6809	Category:Films_directed_by_Steve_Miner
6811	Category:Female_buddy_films
6820	Category:Films_about_dogs
6824	Category:1991_horror_films
6829	Category:Dutch_films
6830	Category:Films_shot_in_Melbourne
6851	Category:Malpaso_Productions_films
6859	Category:British_epic_films
6870	Category:Films_produced_by_John_Hughes_(filmmaker)
6872	Category:Films_set_in_South_Carolina
6874	Category:Italian_horror_films
6876	Category:Animated_films_about_animals
6877	Category:1950s_drama_films
6879	Category:Films_set_in_Florida
6890	Category:American_political_satire_films
6891	Category:Films_shot_in_Philadelphia
6893	Category:1950s_science_fiction_horror_films
6894	Category:Films_directed_by_Adrian_Lyne
6897	Category:Films_shot_in_Baltimore
6901	Category:1981_horror_films
6903	Category:Interscope_Communications_films
6909	Category:Films_set_in_the_1940s
6914	Category:Moon_in_film
6919	Category:Films_adapted_into_comics
6920	Category:Films_set_in_Jamaica
6925	Category:Australian_independent_films
6926	Category:Screenplays_by_Francis_Ford_Coppola
6928	Category:Films_shot_in_Georgia_(U.S._state)
6930	Category:American_mystery_films
6937	Category:Screenplays_by_Mel_Brooks
6939	Category:Films_based_on_American_horror_novels
6941	Category:1960s_musical_films
6942	Category:Films_shot_in_Arizona
6948	Category:British_romantic_drama_films
6950	Category:Films_set_in_Rhode_Island
6952	Category:Films_shot_in_Alberta
6958	Category:1984_horror_films
6959	Category:Films_shot_in_India
6967	Category:Film_scores_by_Jack_Nitzsche
6990	Category:Films_about_weddings
7004	Category:American_crime_films
7008	Category:Films_about_children
7014	Category:War_adventure_films
7023	Category:Films_set_in_New_Hampshire
7029	Category:Films_set_in_Australia
7033	Category:Films_directed_by_Fred_Schepisi
7049	Category:Punk_films
7056	Category:High_fantasy_films
7058	Category:Screenplays_by_Caroline_Thompson
7059	Category:1960s_biographical_films
7065	Category:Mutual_Film_Company_films
7067	Category:Films_about_fictional_Presidents_of_the_United_States
7076	Category:Films_using_computer-generated_imagery
7084	Category:Films_based_on_American_novels
7090	Category:Films_shot_in_Paris
7094	Category:Film_noir
7096	Category:Martial_arts_comedy_films
7106	Category:Mad_scientist_films
7108	Category:Screenplays_by_David_Koepp
7117	Category:Films_directed_by_Steven_Spielberg
7123	Category:Films_about_automobiles
7130	Category:Films_set_in_Los_Angeles
7132	Category:Hostage_dramas
7139	Category:3D_re-releases
7142	Category:Gracie_Films_films
7156	Category:Reboot_films
7166	Category:Films_about_radio_people
7185	Category:Screenplays_by_John_Carpenter
7191	Category:American_serial_killer_films
7192	Category:Films_based_on_horror_novels
7197	Category:Films_produced_by_Kathleen_Kennedy
7200	Category:1990s_martial_arts_films
7202	Category:Films_based_on_works_by_John_Grisham
7211	Category:Dracula_films
7213	Category:1942_films
7220	Category:1970s_crime_films
7221	Category:Films_set_in_the_1790s
7225	Category:Films_set_in_1991
7235	Category:American_thriller_drama_films
7237	Category:Italian_films
7238	Category:Film_scores_by_Gabriel_Yared
7250	Category:American_Zoetrope_films
7258	Category:Disney_animated_films
7260	Category:Films_set_in_1996
7261	Category:Films_produced_by_Robert_Greenhut
7262	Category:Performance_capture_in_film
7270	Category:World_War_II_films_based_on_actual_events
7277	Category:Films_directed_by_Neil_Jordan
7281	Category:Films_about_American_slavery
7282	Category:Film_scores_by_Carter_Burwell
7283	Category:French_horror_films
7284	Category:Films_set_in_the_19th_century
7287	Category:French_avant-garde_and_experimental_films
7290	Category:Canadian_films
7296	Category:Vigilante_films
7297	Category:Seafaring_films_based_on_actual_events
7298	Category:Films_shot_in_Houston
7299	Category:Film_scores_by_David_Arnold
